permutation_iteration,randomized_top_minus_bottom
134,-0.04910714285714288
135,0.01785714285714285
136,-0.004464285714285698
137,-0.03125
138,0.004464285714285698
139,0.004464285714285726
140,-0.053571428571428575
141,-0.022321428571428575
142,-0.035714285714285726
143,0.022321428571428575
144,0.053571428571428575
145,0.01785714285714285
146,0.0357142857142857
147,-0.0580357142857143
148,-0.04910714285714285
149,0.04464285714285715
150,-0.03125
151,0.04910714285714288
152,-0.008928571428571452
153,-0.058035714285714274
154,0.01785714285714285
155,0.01785714285714285
156,-0.004464285714285698
157,-0.008928571428571425
158,0.03125
159,-0.022321428571428575
160,0.04464285714285715
161,-0.022321428571428575
162,0.09375
163,0.01339285714285715
164,0.07142857142857142
165,0.01339285714285715
166,-0.09821428571428573
167,-0.01339285714285715
168,0.01785714285714285
169,0.004464285714285726
170,-0.013392857142857123
171,0.04910714285714288
172,-0.004464285714285726
173,-0.03125
174,0.10267857142857142
175,0.008928571428571452
176,-0.035714285714285726
177,-0.013392857142857123
178,-0.017857142857142877
179,-0.07589285714285712
180,-0.004464285714285698
181,-0.0267857142857143
182,-0.12499999999999999
183,-0.0625
184,0.004464285714285726
185,0.04464285714285715
186,0.01339285714285715
187,-0.06696428571428573
188,-0.026785714285714274
189,0.0580357142857143
190,0.04017857142857145
191,-0.04017857142857145
192,0.01339285714285715
193,-0.01339285714285715
194,0.026785714285714274
195,-0.008928571428571425
196,-0.013392857142857123
197,0.05357142857142855
198,0.0
199,0.008928571428571425
200,0.0267857142857143
201,0.026785714285714274
202,-0.06696428571428573
203,0.04464285714285715
204,0.022321428571428575
205,0.0
206,0.022321428571428575
207,-0.01785714285714285
208,-0.01785714285714285
209,-0.03125
210,-0.0267857142857143
211,-0.01339285714285715
212,0.04464285714285712
213,0.008928571428571425
214,0.0
215,0.0625
216,0.040178571428571425
217,-0.004464285714285698
218,0.040178571428571425
219,0.026785714285714274
220,0.008928571428571425
221,0.06696428571428573
222,-0.06696428571428573
223,-0.01339285714285715
224,0.035714285714285726
225,-0.06696428571428573
226,0.07589285714285715
227,0.013392857142857123
228,-0.01785714285714285
229,0.01339285714285715
230,0.004464285714285726
231,-0.013392857142857123
232,-0.05357142857142855
233,0.013392857142857123
234,-0.03125
235,-0.07142857142857142
236,0.022321428571428575
237,0.01339285714285715
238,0.026785714285714274
239,-0.01339285714285715
240,-0.0267857142857143
241,-0.017857142857142877
242,0.0
243,-0.03125
244,-0.008928571428571425
245,0.01339285714285715
246,-0.040178571428571425
247,-0.03125
248,-0.017857142857142877
249,-0.058035714285714274
250,-0.008928571428571452
251,-0.01785714285714285
252,0.035714285714285726
253,0.058035714285714274
254,-0.04910714285714288
255,0.0267857142857143
256,0.040178571428571425
257,0.0
258,0.008928571428571425
259,-0.07589285714285715
260,-0.08035714285714285
261,-0.022321428571428575
262,0.0625
263,0.008928571428571452
264,-0.01339285714285715
265,-0.008928571428571425
266,0.01339285714285715
267,0.008928571428571452
268,0.008928571428571425
269,0.04910714285714288
270,-0.026785714285714274
271,-0.053571428571428575
272,0.0
273,-0.017857142857142877
274,0.022321428571428575
275,0.0357142857142857
276,-0.035714285714285726
277,-0.04464285714285715
278,0.026785714285714274
279,0.03125
280,0.008928571428571425
281,-0.022321428571428575
282,0.04464285714285712
283,-0.0267857142857143
284,-0.013392857142857123
285,0.0
286,0.0
287,0.0357142857142857
288,-0.04910714285714288
289,-0.01785714285714285
290,-0.04910714285714285
291,0.035714285714285726
292,0.013392857142857123
293,0.0669642857142857
294,-0.017857142857142877
295,0.0
296,-0.040178571428571425
297,-0.008928571428571425
298,-0.04910714285714285
299,-0.04910714285714285
300,-0.04464285714285712
301,0.022321428571428575
302,0.04464285714285712
303,-0.040178571428571425
304,0.022321428571428548
305,-0.03125
306,0.040178571428571425
307,0.022321428571428575
308,-0.022321428571428575
309,0.008928571428571425
310,0.004464285714285726
311,0.004464285714285698
312,0.022321428571428575
313,0.053571428571428575
314,-0.08035714285714288
315,0.008928571428571425
316,0.008928571428571425
317,0.07589285714285715
318,-0.04910714285714285
319,0.022321428571428575
320,0.04910714285714285
321,0.01785714285714285
322,0.022321428571428575
323,0.008928571428571425
324,-0.004464285714285726
325,0.035714285714285726
326,-0.05357142857142855
327,0.0
328,-0.04910714285714285
329,-0.04910714285714285
330,-0.03125
331,-0.0357142857142857
332,0.03125
333,0.0357142857142857
334,0.022321428571428575
335,-0.004464285714285698
336,0.01339285714285715
337,-0.022321428571428575
338,0.035714285714285726
339,0.04464285714285715
340,0.008928571428571425
341,0.053571428571428575
342,0.01339285714285715
343,0.022321428571428575
344,0.013392857142857123
345,0.01339285714285715
346,0.03125
347,0.022321428571428575
348,-0.06696428571428573
349,-0.004464285714285726
350,-0.008928571428571425
351,-0.008928571428571425
352,-0.04910714285714285
353,0.03125
354,-0.040178571428571425
355,-0.053571428571428575
356,0.004464285714285726
357,-0.026785714285714274
358,-0.01785714285714285
359,0.07589285714285712
360,-0.0669642857142857
361,-0.008928571428571425
362,-0.04910714285714285
363,0.004464285714285698
364,-0.0357142857142857
365,-0.01339285714285715
366,-0.022321428571428575
367,-0.004464285714285698
368,-0.03125
369,-0.022321428571428548
370,-0.01339285714285715
371,0.0357142857142857
372,-0.03125
373,0.008928571428571425
374,0.004464285714285726
375,-0.0580357142857143
376,-0.03125
377,0.008928571428571425
378,0.022321428571428575
379,0.03125
380,0.040178571428571425
381,-0.08482142857142858
382,-0.022321428571428575
383,0.0357142857142857
384,0.0669642857142857
385,0.03125
386,-0.040178571428571425
387,0.008928571428571425
388,0.04910714285714285
389,0.01339285714285715
390,0.04464285714285715
391,0.004464285714285698
392,0.04464285714285715
393,-0.01785714285714285
394,0.058035714285714274
395,0.03125
396,-0.008928571428571425
397,0.035714285714285726
398,0.013392857142857123
399,0.0
400,-0.03125
401,0.01785714285714285
402,-0.04910714285714285
403,-0.022321428571428575
404,0.03125
405,0.017857142857142877
406,-0.022321428571428575
407,0.0
408,-0.017857142857142877
409,0.022321428571428548
410,-0.03125
411,-0.008928571428571425
412,-0.008928571428571425
413,0.013392857142857123
414,-0.008928571428571452
415,-0.040178571428571425
416,-0.04910714285714285
417,0.0
418,0.040178571428571425
419,0.01339285714285715
420,0.01339285714285715
421,-0.01339285714285715
422,0.004464285714285726
423,0.022321428571428575
424,-0.008928571428571425
425,-0.01339285714285715
426,0.01785714285714285
427,0.008928571428571425
428,0.022321428571428575
429,-0.008928571428571425
430,0.004464285714285726
431,-0.058035714285714274
432,0.026785714285714274
433,-0.0625
434,-0.01785714285714285
435,-0.09821428571428573
436,0.01785714285714285
437,0.026785714285714274
438,-0.01785714285714285
439,0.01339285714285715
440,0.01339285714285715
441,-0.004464285714285698
442,0.03125
443,-0.0580357142857143
444,-0.022321428571428575
445,-0.04464285714285712
446,-0.07142857142857142
447,-0.058035714285714274
448,-0.058035714285714274
449,-0.07142857142857142
450,-0.008928571428571425
451,0.0267857142857143
452,0.01785714285714285
453,-0.040178571428571425
454,0.008928571428571425
455,0.017857142857142877
456,-0.03125
457,0.0
458,0.022321428571428548
459,0.0357142857142857
460,0.008928571428571452
461,-0.01785714285714285
462,0.008928571428571425
463,0.022321428571428548
464,-0.01785714285714285
465,-0.08482142857142858
466,-0.01785714285714285
467,0.03125
468,-0.10267857142857142
469,-0.053571428571428575
470,-0.08035714285714286
471,-0.053571428571428575
472,0.013392857142857123
473,-0.004464285714285726
474,0.013392857142857123
475,0.03125
476,0.017857142857142877
477,0.040178571428571425
478,0.01339285714285715
479,0.022321428571428575
480,-0.0580357142857143
481,0.03125
482,-0.040178571428571425
483,-0.004464285714285698
484,0.04910714285714285
485,0.06696428571428573
486,0.004464285714285726
487,-0.04464285714285712
488,0.004464285714285726
489,0.0625
490,-0.004464285714285726
491,-0.04910714285714285
492,0.008928571428571425
493,0.026785714285714274
494,-0.004464285714285726
495,-0.01339285714285715
496,0.026785714285714274
497,-0.008928571428571452
498,-0.022321428571428575
499,-0.04464285714285712
500,-0.053571428571428575
501,0.008928571428571425
502,0.058035714285714274
503,-0.01785714285714285
504,-0.01785714285714285
505,-0.026785714285714274
506,0.022321428571428575
507,0.06696428571428573
508,0.022321428571428575
509,0.0625
510,0.0
511,0.07142857142857144
512,-0.008928571428571425
513,0.08482142857142858
514,0.06696428571428573
515,0.03125
516,0.022321428571428548
517,-0.026785714285714274
518,0.07589285714285715
519,-0.040178571428571425
520,-0.03125
521,-0.07589285714285715
522,0.0357142857142857
523,0.03125
524,-0.04017857142857145
525,-0.01339285714285715
526,-0.004464285714285698
527,-0.01785714285714285
528,-0.013392857142857123
529,-0.04464285714285715
530,0.026785714285714274
531,-0.04910714285714285
532,-0.026785714285714274
533,-0.004464285714285698
534,-0.004464285714285698
535,0.01339285714285715
536,-0.004464285714285726
537,-0.03125
538,0.0669642857142857
539,-0.017857142857142877
540,0.040178571428571425
541,0.035714285714285726
542,-0.04910714285714285
543,0.0
544,-0.04017857142857145
545,-0.035714285714285726
546,-0.026785714285714274
547,0.0
548,0.01785714285714285
549,-0.01785714285714285
550,0.053571428571428575
551,0.026785714285714274
552,-0.022321428571428575
553,0.004464285714285698
554,0.026785714285714274
555,-0.017857142857142877
556,-0.01785714285714285
557,0.008928571428571452
558,-0.04910714285714288
559,-0.04464285714285715
560,-0.022321428571428575
561,-0.11607142857142858
562,0.035714285714285726
563,-0.022321428571428548
564,0.07142857142857142
565,0.0
566,0.008928571428571452
567,-0.04910714285714285
568,0.01339285714285715
569,0.0
570,0.008928571428571425
571,0.022321428571428575
572,-0.0267857142857143
573,0.0
574,0.01785714285714285
575,0.053571428571428575
576,0.03125
577,-0.004464285714285698
578,0.008928571428571425
579,-0.04910714285714285
580,0.017857142857142877
581,-0.004464285714285698
582,-0.07142857142857142
583,0.022321428571428575
584,-0.004464285714285726
585,0.04910714285714285
586,0.053571428571428575
587,0.0
588,0.004464285714285698
589,0.008928571428571425
590,0.008928571428571425
591,0.022321428571428575
592,-0.03125
593,0.058035714285714274
594,0.03125
595,0.013392857142857123
596,0.01339285714285715
597,-0.01785714285714285
598,-0.008928571428571452
599,0.053571428571428575
600,0.0
601,-0.01785714285714285
602,-0.01785714285714285
603,-0.08035714285714285
604,-0.040178571428571425
605,0.022321428571428575
606,-0.026785714285714274
607,0.0267857142857143
608,-0.026785714285714274
609,-0.04910714285714285
610,0.01339285714285715
611,0.01339285714285715
612,0.09375
613,0.03125
614,0.040178571428571425
615,0.0
616,0.0669642857142857
617,0.008928571428571425
618,0.0625
619,-0.04910714285714288
620,-0.04464285714285712
621,0.004464285714285726
622,-0.07589285714285715
623,-0.004464285714285726
624,0.026785714285714274
625,0.01785714285714285
626,-0.01339285714285715
627,0.026785714285714274
628,-0.04910714285714285
629,-0.04910714285714285
630,0.10714285714285715
631,0.022321428571428575
632,0.022321428571428575
633,0.008928571428571425
634,0.0
635,-0.022321428571428575
636,0.053571428571428575
637,-0.004464285714285726
638,-0.06696428571428573
639,0.0267857142857143
640,-0.008928571428571425
641,-0.017857142857142877
642,0.040178571428571425
643,-0.004464285714285698
644,0.004464285714285726
645,-0.05803571428571429
646,0.008928571428571425
647,0.01339285714285715
648,0.040178571428571425
649,0.0
650,-0.008928571428571425
651,-0.0625
652,0.03125
653,-0.008928571428571425
654,-0.0357142857142857
655,0.01785714285714285
656,0.0267857142857143
657,-0.08482142857142858
658,0.0267857142857143
659,-0.01339285714285715
660,0.03125
661,0.035714285714285726
662,-0.058035714285714274
663,-0.01339285714285715
664,-0.008928571428571452
665,-0.008928571428571425
666,0.01785714285714285
667,-0.058035714285714274
668,-0.01339285714285715
669,-0.04464285714285715
670,-0.03125
671,-0.026785714285714274
672,0.01339285714285715
673,0.0
674,-0.040178571428571425
675,0.026785714285714274
676,-0.008928571428571425
677,-0.06696428571428573
678,0.008928571428571425
679,0.008928571428571425
680,0.022321428571428548
681,0.08035714285714288
682,0.026785714285714274
683,0.0625
684,-0.058035714285714274
685,0.004464285714285726
686,-0.01339285714285715
687,-0.004464285714285726
688,-0.026785714285714274
689,0.004464285714285726
690,-0.022321428571428548
691,0.0
692,-0.04910714285714285
693,-0.01339285714285715
694,0.04464285714285715
695,-0.01785714285714285
696,-0.07589285714285714
697,-0.004464285714285726
698,0.058035714285714274
699,0.04464285714285715
700,0.058035714285714274
701,-0.0625
702,0.03125
703,-0.01785714285714285
704,0.008928571428571425
705,0.035714285714285726
706,0.008928571428571425
707,0.01339285714285715
708,0.053571428571428575
709,0.004464285714285726
710,-0.01339285714285715
711,-0.0357142857142857
712,0.004464285714285698
713,0.017857142857142877
714,-0.04910714285714285
715,0.008928571428571425
716,-0.008928571428571452
717,-0.01339285714285715
718,-0.040178571428571425
719,0.004464285714285726
720,-0.01785714285714285
721,-0.04017857142857145
722,-0.01339285714285715
723,-0.035714285714285726
724,-0.004464285714285726
725,-0.004464285714285726
726,-0.04910714285714288
727,0.07142857142857145
728,0.004464285714285698
729,0.022321428571428575
730,0.026785714285714274
731,-0.04464285714285712
732,0.06696428571428573
733,-0.008928571428571452
734,0.040178571428571425
735,-0.03125
736,0.03125
737,0.0357142857142857
738,0.01785714285714285
739,-0.026785714285714274
740,-0.0669642857142857
741,0.06696428571428573
742,-0.01339285714285715
743,-0.035714285714285726
744,0.04910714285714285
745,0.01339285714285715
746,0.008928571428571425
747,0.022321428571428575
748,0.035714285714285726
749,0.01785714285714285
750,-0.01339285714285715
751,-0.04464285714285715
752,-0.03125
753,0.004464285714285698
754,0.07589285714285712
755,0.01339285714285715
756,0.0625
757,0.0267857142857143
758,0.0267857142857143
759,0.0625
760,0.008928571428571425
761,0.062499999999999986
762,0.0267857142857143
763,0.03125
764,0.01785714285714285
765,0.01339285714285715
766,-0.04910714285714288
767,0.0
768,0.04464285714285715
769,-0.013392857142857123
770,0.013392857142857123
771,-0.01785714285714285
772,0.0
773,0.026785714285714274
774,-0.017857142857142877
775,0.04910714285714285
776,-0.04910714285714285
777,-0.022321428571428575
778,-0.022321428571428575
779,0.04464285714285715
780,0.008928571428571425
781,-0.022321428571428575
782,0.008928571428571452
783,0.0267857142857143
784,-0.022321428571428575
785,0.0
786,-0.04464285714285715
787,0.0
788,-0.040178571428571425
789,0.0982142857142857
790,0.06696428571428573
791,0.0580357142857143
792,-0.008928571428571425
793,-0.06696428571428573
794,-0.05357142857142855
795,-0.08928571428571427
796,0.03125
797,0.040178571428571425
798,-0.004464285714285726
799,0.017857142857142877
800,0.01785714285714285
801,-0.04910714285714288
802,0.004464285714285726
803,-0.05357142857142855
804,0.004464285714285726
805,-0.0357142857142857
806,0.004464285714285726
807,0.01339285714285715
808,0.0357142857142857
809,0.040178571428571425
810,0.03125
811,0.040178571428571425
812,-0.0357142857142857
813,-0.01339285714285715
814,-0.0357142857142857
815,0.0
816,-0.01339285714285715
817,-0.008928571428571425
818,-0.01339285714285715
819,-0.040178571428571425
820,-0.004464285714285726
821,0.008928571428571452
822,-0.01339285714285715
823,-0.004464285714285698
824,0.017857142857142877
825,-0.035714285714285726
826,0.01339285714285715
827,0.04910714285714288
828,0.008928571428571425
829,-0.04910714285714288
830,0.040178571428571425
831,-0.01339285714285715
832,-0.01785714285714285
833,-0.040178571428571425
834,0.01785714285714285
835,-0.04464285714285715
836,-0.0357142857142857
837,-0.026785714285714274
838,-0.008928571428571425
839,0.01785714285714285
840,-0.03125
841,-0.040178571428571425
842,-0.0357142857142857
843,-0.01339285714285715
844,0.0
845,0.017857142857142877
846,-0.07142857142857142
847,-0.035714285714285726
848,0.0580357142857143
849,-0.03125
850,0.01339285714285715
851,-0.013392857142857123
852,-0.03125
853,0.03125
854,0.0357142857142857
855,-0.0267857142857143
856,0.0
857,-0.004464285714285698
858,0.03125
859,0.01785714285714285
860,-0.01339285714285715
861,0.004464285714285698
862,0.013392857142857123
863,-0.04910714285714285
864,-0.03125
865,0.0
866,0.04910714285714288
867,0.0
868,0.008928571428571425
869,0.035714285714285726
870,-0.07142857142857142
871,-0.008928571428571425
872,-0.04464285714285715
873,-0.035714285714285726
874,0.004464285714285726
875,-0.0625
876,0.04910714285714288
877,0.013392857142857123
878,0.022321428571428575
879,-0.004464285714285698
880,-0.040178571428571425
881,-0.01785714285714285
882,0.0357142857142857
883,0.0625
884,-0.008928571428571425
885,-0.004464285714285726
886,0.01339285714285715
887,0.004464285714285726
888,0.03125
889,0.058035714285714274
890,-0.022321428571428575
891,0.004464285714285698
892,0.0580357142857143
893,-0.01339285714285715
894,0.0
895,0.01339285714285715
896,0.0
897,-0.004464285714285698
898,0.035714285714285726
899,-0.04910714285714285
900,-0.008928571428571425
901,0.03125
902,-0.008928571428571425
903,-0.013392857142857123
904,-0.035714285714285726
905,0.0
906,0.008928571428571425
907,-0.03125
908,0.0267857142857143
909,-0.03125
910,0.0357142857142857
911,0.008928571428571425
912,0.040178571428571425
913,0.053571428571428575
914,0.04017857142857145
915,0.01785714285714285
916,0.0357142857142857
917,-0.09821428571428573
918,0.04910714285714285
919,-0.008928571428571425
920,-0.022321428571428575
921,0.0
922,-0.008928571428571452
923,-0.053571428571428575
924,0.026785714285714274
925,-0.008928571428571452
926,-0.04017857142857145
927,-0.03125
928,0.0267857142857143
929,-0.03125
930,0.0625
931,-0.022321428571428575
932,-0.04910714285714288
933,0.07142857142857142
934,-0.01785714285714285
935,-0.03125
936,0.022321428571428575
937,0.05357142857142855
938,-0.004464285714285726
939,0.053571428571428575
940,0.0267857142857143
941,-0.017857142857142877
942,0.008928571428571425
943,-0.03125
944,-0.026785714285714274
945,-0.01785714285714285
946,-0.035714285714285726
947,0.022321428571428575
948,-0.040178571428571425
949,-0.022321428571428575
950,0.01339285714285715
951,-0.004464285714285698
952,0.08928571428571427
953,0.0357142857142857
954,-0.053571428571428575
955,-0.01339285714285715
956,-0.017857142857142877
957,-0.0357142857142857
958,0.040178571428571425
959,-0.008928571428571425
960,0.04910714285714285
961,-0.01339285714285715
962,-0.0357142857142857
963,-0.06696428571428573
964,0.017857142857142877
965,-0.0580357142857143
966,0.04910714285714285
967,-0.03125
968,0.0357142857142857
969,0.04017857142857145
970,0.01339285714285715
971,0.0357142857142857
972,-0.04910714285714288
973,-0.0357142857142857
974,0.01785714285714285
975,0.022321428571428575
976,0.07142857142857142
977,0.04910714285714285
978,-0.022321428571428575
979,-0.04464285714285715
980,-0.013392857142857123
981,0.004464285714285726
982,-0.01785714285714285
983,-0.004464285714285726
984,0.040178571428571425
985,0.013392857142857123
986,-0.08035714285714285
987,0.01339285714285715
988,-0.022321428571428575
989,0.0
990,-0.004464285714285726
991,-0.01339285714285715
992,0.013392857142857123
993,0.09375
994,0.04464285714285712
995,0.01785714285714285
996,0.035714285714285726
997,0.058035714285714274
998,0.040178571428571425
999,-0.03125
1000,0.04464285714285715
1001,0.013392857142857123
1002,0.03125
1003,0.008928571428571425
1004,0.01339285714285715
1005,0.04910714285714288
1006,-0.008928571428571425
1007,0.026785714285714274
1008,0.040178571428571425
1009,-0.008928571428571425
1010,-0.022321428571428575
1011,-0.08928571428571427
1012,-0.053571428571428575
1013,0.04910714285714285
1014,0.035714285714285726
1015,0.040178571428571425
1016,-0.01339285714285715
1017,-0.01339285714285715
1018,-0.026785714285714274
1019,0.058035714285714274
1020,0.0
1021,0.022321428571428575
1022,-0.0357142857142857
1023,-0.004464285714285698
1024,-0.040178571428571425
1025,-0.004464285714285698
1026,-0.053571428571428575
1027,-0.040178571428571425
1028,0.0
1029,0.04017857142857145
1030,0.0267857142857143
1031,-0.04910714285714285
1032,-0.022321428571428548
1033,0.01339285714285715
1034,0.04910714285714285
1035,-0.022321428571428575
1036,0.04910714285714285
1037,-0.058035714285714274
1038,-0.01339285714285715
1039,-0.0267857142857143
1040,0.040178571428571425
1041,0.053571428571428575
1042,0.022321428571428575
1043,-0.03125
1044,0.0
1045,0.026785714285714274
1046,-0.022321428571428575
1047,0.053571428571428575
1048,-0.08035714285714288
1049,-0.013392857142857123
1050,0.022321428571428548
1051,0.07142857142857142
1052,-0.004464285714285698
1053,0.035714285714285726
1054,0.017857142857142877
1055,0.0357142857142857
1056,-0.0580357142857143
1057,0.06696428571428573
1058,-0.040178571428571425
1059,-0.004464285714285698
1060,0.004464285714285698
1061,0.026785714285714274
1062,-0.0267857142857143
1063,0.004464285714285698
1064,-0.01339285714285715
1065,0.035714285714285726
1066,0.004464285714285698
1067,-0.008928571428571425
1068,-0.03125
1069,-0.04464285714285715
1070,-0.022321428571428575
1071,0.03125
1072,0.03125
1073,0.004464285714285698
1074,-0.03125
1075,0.0267857142857143
1076,-0.01339285714285715
1077,0.022321428571428575
1078,0.004464285714285726
1079,0.004464285714285726
1080,0.0357142857142857
1081,-0.026785714285714274
1082,0.053571428571428575
1083,-0.004464285714285726
1084,0.05357142857142855
1085,-0.008928571428571452
1086,-0.01339285714285715
1087,0.022321428571428575
1088,0.01785714285714285
1089,-0.022321428571428575
1090,0.022321428571428575
1091,0.0267857142857143
1092,0.004464285714285698
1093,0.0
1094,-0.053571428571428575
1095,0.04910714285714288
1096,-0.022321428571428575
1097,0.004464285714285726
1098,-0.035714285714285726
1099,0.022321428571428575
1100,-0.06696428571428573
1101,0.0580357142857143
1102,-0.022321428571428575
1103,0.0580357142857143
1104,0.0625
1105,0.09375
1106,0.01339285714285715
1107,-0.01339285714285715
1108,0.01339285714285715
1109,-0.0625
1110,-0.04910714285714285
1111,-0.01785714285714285
1112,-0.022321428571428575
1113,0.0
1114,-0.004464285714285698
1115,-0.017857142857142877
1116,-0.004464285714285726
1117,-0.07142857142857142
1118,-0.004464285714285726
1119,-0.07589285714285715
1120,0.0
1121,-0.05803571428571429
1122,0.040178571428571425
1123,-0.01785714285714285
1124,0.04910714285714285
1125,-0.03125
1126,0.03125
1127,0.04464285714285715
1128,-0.04464285714285712
1129,0.0267857142857143
1130,0.004464285714285698
1131,-0.01339285714285715
1132,-0.004464285714285726
1133,0.040178571428571425
1134,0.01785714285714285
1135,0.026785714285714274
1136,-0.053571428571428575
1137,0.008928571428571425
1138,0.004464285714285698
1139,-0.008928571428571452
1140,0.03125
1141,0.026785714285714274
1142,0.07589285714285712
1143,0.03125
1144,0.035714285714285726
1145,0.004464285714285698
1146,-0.004464285714285726
1147,-0.04910714285714285
1148,-0.01785714285714285
1149,0.0357142857142857
1150,0.01785714285714285
1151,-0.06696428571428573
1152,0.008928571428571452
1153,-0.022321428571428575
1154,-0.0625
1155,0.004464285714285726
1156,-0.035714285714285726
1157,0.053571428571428575
1158,-0.004464285714285726
1159,-0.008928571428571425
1160,0.035714285714285726
1161,0.03125
1162,-0.040178571428571425
1163,-0.022321428571428548
1164,0.03125
1165,0.04464285714285715
1166,-0.04910714285714285
1167,-0.040178571428571425
1168,-0.01339285714285715
1169,-0.008928571428571425
1170,-0.01785714285714285
1171,-0.058035714285714274
1172,0.01339285714285715
1173,0.004464285714285726
1174,-0.026785714285714274
1175,0.08928571428571427
1176,0.026785714285714274
1177,0.0
1178,-0.07589285714285715
1179,-0.01339285714285715
1180,-0.035714285714285726
1181,0.053571428571428575
1182,0.022321428571428575
1183,-0.035714285714285726
1184,0.004464285714285698
1185,0.004464285714285726
1186,-0.040178571428571425
1187,0.04464285714285715
1188,-0.01785714285714285
1189,-0.004464285714285726
1190,-0.0357142857142857
1191,0.08035714285714288
1192,0.04910714285714285
1193,0.01339285714285715
1194,-0.017857142857142877
1195,0.022321428571428575
1196,0.017857142857142877
1197,0.03125
1198,-0.022321428571428575
1199,0.0
1200,-0.01785714285714285
1201,0.07589285714285715
1202,0.0
1203,0.008928571428571425
1204,-0.01785714285714285
1205,0.035714285714285726
1206,-0.01785714285714285
1207,-0.035714285714285726
1208,-0.008928571428571425
1209,0.04910714285714285
1210,0.013392857142857123
1211,0.0625
1212,-0.008928571428571425
1213,0.04910714285714288
1214,-0.0625
1215,0.04910714285714285
1216,-0.0625
1217,0.01339285714285715
1218,0.01785714285714285
1219,-0.0580357142857143
1220,0.040178571428571425
1221,-0.022321428571428575
1222,0.022321428571428575
1223,-0.07142857142857145
1224,-0.004464285714285726
1225,0.004464285714285698
1226,0.08035714285714288
1227,0.01785714285714285
1228,-0.04464285714285715
1229,-0.01785714285714285
1230,0.01339285714285715
1231,0.008928571428571425
1232,-0.026785714285714274
1233,-0.013392857142857123
1234,0.022321428571428575
1235,0.040178571428571425
1236,0.008928571428571425
1237,0.004464285714285698
1238,-0.01339285714285715
1239,0.03125
1240,0.06696428571428573
1241,0.035714285714285726
1242,-0.022321428571428575
1243,-0.01339285714285715
1244,-0.022321428571428575
1245,0.022321428571428575
1246,-0.013392857142857123
1247,0.013392857142857123
1248,-0.01339285714285715
1249,0.026785714285714274
1250,0.040178571428571425
1251,-0.058035714285714274
1252,0.008928571428571425
1253,-0.01785714285714285
1254,0.026785714285714274
1255,0.01339285714285715
1256,0.03125
1257,-0.022321428571428575
1258,0.035714285714285726
1259,0.004464285714285726
1260,-0.004464285714285698
